"";"X";"Name";"Platform";"Year_of_Release";"Genre";"Publisher";"NA_Sales";"EU_Sales";"JP_Sales";"Other_Sales";"Global_Sales";"Critic_Score";"Critic_Count";"User_Score";"User_Count";"Developer";"Rating";"Top_20_Devs";"Dev_Count"
"2182";2182;"JoJo's Bizarre Adventure: All Star Battle";"PS3";"2013";"Fighting";"Namco Bandai Games";0,05;0,02;0,5;0,01;0,58;71;53;8,3;55;"CyberConnect2";"T";0;22
"2183";2183;"Contra: Shattered Soldier";"PS2";"2002";"Shooter";"Konami Digital Entertainment";0,28;0,22;0;0,07;0,58;78;33;6,7;25;"KCET";"T";0;26
"2184";2184;"Final Fantasy: The 4 Heroes of Light";"DS";"2009";"Role-Playing";"Square Enix";0,22;0,1;0,23;0,03;0,58;71;49;8,6;38;"Matrix Software";"E10+";0;5
"2185";2185;"Rayman Legends";"PS3";"2013";"Platform";"Ubisoft";0,14;0,34;0;0,1;0,58;91;23;8,7;310;"Ubisoft Montpellier";"E10+";0;19
"2186";2186;"FIFA Soccer";"PSV";"2012";"Sports";"Electronic Arts";0,16;0,32;0,02;0,08;0,58;79;45;7,2;79;"Electronic Arts";"E";0;68
"2187";2187;"Tenchu 2: Birth of the Stealth Assassins";"PS";"2000";"Action";"Activision";0,32;0,22;0;0,04;0,58;77;14;8,7;32;"Acquire";"M";0;11
"2188";2188;"Tony Hawk's Pro Skater 4";"GC";"2002";"Sports";"Activision";0,45;0,12;0;0,02;0,58;91;19;8,5;21;"Neversoft Entertainment";"T";0;43
"2189";2189;"Naruto: Uzumaki Chronicles 2";"PS2";"2006";"Action";"Namco Bandai Games";0,28;0,22;0;0,07;0,58;52;22;6,7;17;"Cavia Inc.";"T";0;12
"2190";2190;"NHL 06";"PS2";"2005";"Sports";"Electronic Arts";0,48;0,02;0;0,08;0,58;78;27;8,5;29;"EA Canada";"E10+";0;152
"2191";2191;"Parasite Eve II";"PS";"1999";"Role-Playing";"SquareSoft";0,32;0,22;0;0,04;0,58;79;14;9;77;"SquareSoft";"M";0;15
"2192";2192;"Skate it";"Wii";"2008";"Sports";"Electronic Arts";0,5;0,03;0;0,04;0,58;70;37;8,4;25;"Electronic Arts";"E";0;68
"2193";2193;"Madden NFL 2002";"XB";"N/A";"Sports";"Unknown";0,53;0,02;0;0,03;0,58;90;16;8,1;8;"EA Sports";"E";0;146
"2194";2194;"Phineas and Ferb: Across the 2nd Dimension";"Wii";"2011";"Action";"Disney Interactive Studios";0,35;0,18;0;0,05;0,57;76;4;8,3;6;"High Impact Games";"E10+";0;5
"2195";2195;"Far Cry Instincts";"XB";"2005";"Shooter";"Ubisoft";0,32;0,24;0;0,02;0,57;85;56;5,7;73;"Ubisoft Montreal";"M";0;88
"2196";2196;"Tony Hawk's Pro Skater 4";"GBA";"2002";"Sports";"Activision";0,41;0,15;0;0,01;0,57;85;13;8,8;4;"Vicarious Visions";"E";0;60
"2197";2197;"ATV Offroad Fury: Blazin' Trails";"PSP";"2005";"Racing";"SouthPeak Games";0,53;0;0;0,04;0,57;63;32;7,8;16;"Climax Group";"E";0;26
"2198";2198;"Tales of the Abyss";"PS2";"2005";"Role-Playing";"Namco Bandai Games";0;0;0,57;0;0,57;78;22;8,4;109;"Namco";"T";0;56
"2199";2199;"Payday 2";"X360";"2013";"Shooter";"505 Games";0,33;0,19;0;0,05;0,57;75;18;6,3;203;"Overkill Software";"M";0;3
"2200";2200;"Blacksite: Area 51";"X360";"2007";"Shooter";"Midway Games";0,29;0,22;0;0,06;0,57;62;48;6,1;65;"Midway Studios - Austin";"T";0;5
"2201";2201;"Spyro Orange: The Cortex Conspiracy";"GBA";"2004";"Action";"Vivendi Games";0,41;0,15;0;0,01;0,57;60;25;6,5;12;"Vicarious Visions";"E";0;60
"2202";2202;"XCOM: Enemy Unknown";"PS3";"2012";"Strategy";"Take-Two Interactive";0,24;0,23;0;0,1;0,57;89;20;8,2;296;"Firaxis Games";"M";0;13
"2203";2203;"Skylanders: Spyro's Adventure";"3DS";"2011";"Action";"Activision";0,32;0,2;0;0,05;0,57;82;8;4,9;62;"Vicarious Visions";"E10+";0;60
"2204";2204;"The Sims 3: World Adventures";"PC";"2009";"Simulation";"Electronic Arts";0,02;0,18;0;0,38;0,57;81;31;7,9;72;"The Sims Studio";"T";0;8
"2205";2205;"Madden NFL 06";"GC";"2005";"Sports";"Electronic Arts";0,44;0,11;0;0,02;0,57;86;21;8,5;11;"EA Sports";"E";0;146
"2206";2206;"Titanfall 2";"XOne";"2016";"Shooter";"Electronic Arts";0,37;0,15;0;0,05;0,57;87;31;8;261;"Respawn Entertainment";"M";0;5
"2207";2207;"BlazBlue: Calamity Trigger";"PS3";"2009";"Fighting";"PQube";0,36;0,1;0,06;0,06;0,57;87;50;8,5;112;"Arc System Works";"T";0;32
"2208";2208;"Iron Man";"X360";"2008";"Action";"Sega";0,27;0,24;0;0,06;0,57;45;43;5,8;52;"Secret Level";"T";0;8
"2209";2209;"Naruto: Ultimate Ninja 2";"PS2";"2004";"Fighting";"Namco Bandai Games";0,47;0,02;0;0,08;0,57;73;27;7,8;27;"CyberConnect2";"T";0;22
"2210";2210;"NHL 10";"PS3";"2009";"Sports";"Electronic Arts";0,38;0,12;0;0,07;0,57;88;35;7,9;40;"EA Canada";"E10+";0;152
"2211";2211;"Rock Band 3";"PS3";"2010";"Misc";"MTV Games";0,43;0,08;0;0,05;0,57;91;34;8;95;"Harmonix Music Systems";"T";0;32
"2212";2212;"Blood Wake";"XB";"2001";"Shooter";"Microsoft Game Studios";0,43;0,12;0;0,02;0,57;71;30;7,5;13;"Stormfront Studios";"T";0;8
"2213";2213;"Dynasty Warriors 5: Xtreme Legends";"PS2";"2005";"Action";"Tecmo Koei";0,11;0,08;0,35;0,03;0,57;57;22;8,2;26;"Omega Force";"T";0;69
"2214";2214;"WWE 2K15";"XOne";"2014";"Sports";"Take-Two Interactive";0,29;0,23;0;0,05;0,57;56;25;5,7;63;"Yuke's";"T";0;48
"2215";2215;"FIFA World Cup Germany 2006";"PS2";"2006";"Sports";"Electronic Arts";0,47;0,02;0;0,08;0,57;77;28;8,1;33;"EA Canada";"E";0;152
"2216";2216;"Wreckless: ThE YaKuza MisSiOns";"XB";"2002";"Racing";"Activision";0,42;0,11;0,02;0,02;0,57;74;36;5,2;13;"Bunkasha Publishing";"T";0;1
"2217";2217;"Defiance";"X360";"2013";"Shooter";"Trion Worlds";0,38;0,14;0;0,05;0,57;60;27;7,2;249;"Trion Worlds";"M";0;4
"2218";2218;"Disgaea 4: A Promise Unforgotten";"PS3";"2011";"Role-Playing";"Nippon Ichi Software";0,27;0,11;0,14;0,05;0,57;80;39;7,8;126;"Nippon Ichi Software";"T";0;22
"2219";2219;"SpongeBob SquarePants: Battle for Bikini Bottom";"XB";"2003";"Platform";"THQ";0,45;0,1;0;0,02;0,57;70;8;8,9;17;"Heavy Iron Studios";"E";0;20
"2220";2220;"Doom 3 BFG Edition";"PS3";"2012";"Shooter";"Bethesda Softworks";0,26;0,21;0;0,1;0,57;67;16;6,5;107;"id Software";"M";0;8
"2221";2221;"Spider-Man 3";"X360";"2007";"Platform";"Activision";0,49;0,04;0;0,04;0,57;63;61;7;53;"Treyarch";"T";1;42
"2222";2222;"Pro Evolution Soccer 2012";"PSP";"2011";"Action";"Konami Digital Entertainment";0,1;0,11;0,29;0,06;0,57;74;4;6,3;8;"Konami";"E";0;103
"2223";2223;"The Conduit";"Wii";"2009";"Shooter";"Sega";0,28;0,23;0;0,06;0,57;69;79;8,2;258;"High Voltage Software";"T";0;31
"2224";2224;"Just Dance 2016";"WiiU";"2015";"Misc";"Ubisoft";0,27;0,25;0;0,05;0,57;73;7;6,9;11;"Ubisoft";"E10+";0;106
"2225";2225;"Disney Universe";"X360";"2011";"Action";"Disney Interactive Studios";0,37;0,14;0;0,05;0,57;66;31;5,6;13;"Eurocom Entertainment Software";"E10+";0;40
"2226";2226;"RalliSport Challenge";"XB";"2002";"Racing";"Microsoft Game Studios";0,39;0,16;0;0,02;0,57;87;32;8,3;19;"Digital Illusions";"E";0;13
"2227";2227;"Resident Evil Outbreak File #2";"PS2";"2004";"Action";"Capcom";0,19;0,15;0,17;0,05;0,57;58;35;7,9;70;"Capcom";"M";0;128
"2228";2228;"Top Spin 3";"PS3";"2008";"Action";"Take-Two Interactive";0,08;0,36;0;0,12;0,57;75;36;7,5;20;"Pam Development";"E";0;6
"2229";2229;"XIII";"PS2";"2003";"Shooter";"Ubisoft";0,28;0,22;0;0,07;0,57;73;37;8,5;35;"Ubisoft Paris";"M";0;15
"2230";2230;"Tomb Raider: Anniversary";"PSP";"2007";"Action";"Eidos Interactive";0,21;0,22;0;0,13;0,57;78;32;8,2;28;"Crystal Dynamics";"T";0;22
"2231";2231;"Rune Factory 4";"3DS";"2012";"Role-Playing";"Xseed Games";0,32;0;0,21;0,03;0,57;78;33;8,1;122;"Neverland";"E10+";0;12
"2232";2232;"3D Dot Game Heroes";"PS3";"2009";"Role-Playing";"SouthPeak Games";0,36;0,11;0,03;0,07;0,57;77;66;8;96;"Silicon Studio";"E10+";0;2
"2233";2233;"Up";"Wii";"2009";"Action";"THQ";0,22;0,28;0;0,06;0,56;62;6;8;4;"Asobo Studio";"E10+";0;12
"2234";2234;"Breath of Fire IV";"PS";"2000";"Role-Playing";"Capcom";0,11;0,08;0,34;0,04;0,56;83;10;8,9;45;"Capcom";"T";0;128
"2235";2235;"True Crime: Streets of LA";"GC";"2003";"Action";"Activision";0,44;0,11;0;0,02;0,56;77;29;7,3;29;"Exakt";"M";0;8
"2236";2236;"Odin Sphere";"PS2";"2007";"Role-Playing";"Square Enix";0,23;0,18;0,09;0,06;0,56;83;49;8,6;59;"Vanilla Ware";"T";0;2
"2237";2237;"Titanfall";"PC";"2014";"Shooter";"Electronic Arts";0,22;0,3;0;0,04;0,56;86;29;6,2;1727;"Respawn Entertainment";"M";0;5
"2238";2238;"Arena Football";"PS2";"2006";"Sports";"Electronic Arts";0,28;0,22;0;0,07;0,56;66;18;8,6;14;"EA Tiburon";"E10+";0;88
"2239";2239;"The Lord of the Rings: The Return of the King";"GBA";"2003";"Action";"Electronic Arts";0,4;0,15;0;0,01;0,56;77;13;8,2;11;"Griptonite Games";"T";0;23
"2240";2240;"NHL Hitz 20-02";"PS2";"2001";"Sports";"Midway Games";0,28;0,22;0;0,07;0,56;78;18;7,6;8;"Black Box";"E";0;16
"2241";2241;"The Legend of Spyro: Dawn of the Dragon";"Wii";"2008";"Platform";"Vivendi Games";0,34;0,17;0;0,05;0,56;64;11;6,5;19;"Etranges Libellules";"E10+";0;8
"2242";2242;"Classic NES Series: Dr. Mario";"GBA";"2004";"Puzzle";"Nintendo";0,31;0,11;0,13;0,01;0,56;66;10;8,3;6;"Nintendo";"E";1;67
"2243";2243;"The Sims: Bustin' Out";"XB";"2003";"Simulation";"Electronic Arts";0,4;0,14;0;0,02;0,56;81;26;8,9;12;"Maxis";"T";0;42
"2244";2244;"NCAA March Madness 07";"PS2";"2007";"Sports";"Electronic Arts";0,28;0,22;0;0,07;0,56;63;9;8,6;7;"EA Canada";"E";0;152
"2245";2245;"Monsters, Inc. Scream Team";"PS";"2001";"Platform";"Sony Computer Entertainment";0,31;0,21;0;0,04;0,56;65;10;6,9;8;"Artificial Mind and Movement";"E";0;34
"2246";2246;"Warhammer 40,000: Space Marine";"X360";"2011";"Shooter";"THQ";0,25;0,26;0;0,06;0,56;76;57;7,8;232;"Relic";"M";0;14
"2247";2247;"Top Spin 3";"X360";"2008";"Action";"Take-Two Interactive";0,09;0,4;0;0,07;0,56;78;47;7,7;36;"Pam Development";"E";0;6
"2248";2248;"Cabela's Big Game Hunter 2005 Adventures";"PS2";"2004";"Sports";"Activision";0,28;0,21;0;0,07;0,56;55;4;8,4;16;"Sand Grain Studios";"T";0;4
"2249";2249;"LEGO Rock Band";"X360";"2009";"Misc";"Warner Bros. Interactive Entertainment";0,4;0,11;0;0,05;0,56;71;50;7,1;31;"TT Fusion";"E10+";0;9
"2250";2250;"Battlefield 2: Modern Combat";"XB";"2005";"Shooter";"Electronic Arts";0,39;0,15;0;0,02;0,56;80;49;8,2;29;"Digital Illusions";"T";0;13
"2251";2251;"Tom Clancy's HAWX";"PS3";"2009";"Action";"Ubisoft";0,21;0,22;0,05;0,09;0,56;74;35;8,1;39;"Ubisoft Romania";"T";0;11
"2252";2252;"All-Star Baseball 2002";"PS2";"2001";"Sports";"Acclaim Entertainment";0,27;0,21;0;0,07;0,56;77;16;7,6;8;"Acclaim Studios Austin";"E";0;4
"2253";2253;"Need for Speed: Most Wanted";"GC";"2005";"Racing";"Electronic Arts";0,43;0,11;0;0,02;0,56;80;18;9,1;22;"EA Canada";"T";0;152
"2254";2254;"Bolt";"Wii";"2008";"Adventure";"Disney Interactive Studios";0,19;0,31;0;0,06;0,56;50;4;5,8;5;"Avalanche Software";"E10+";0;16
"2255";2255;"WWE Raw 2";"XB";"2003";"Fighting";"THQ";0,43;0,11;0;0,02;0,56;68;26;7,3;25;"Anchor";"T";0;3
"2256";2256;"Manhunt 2";"PS2";"2007";"Action";"Take-Two Interactive";0,27;0,21;0;0,07;0,56;67;22;7,8;53;"Rockstar London";"M";0;3
"2257";2257;"Fullmetal Alchemist and the Broken Angel";"PS2";"2003";"Role-Playing";"Square Enix";0,15;0,12;0,26;0,04;0,56;56;35;8,2;38;"Racjin";"T";0;11
"2258";2258;"Tony Hawk's Project 8";"PSP";"2006";"Sports";"Activision";0,41;0,07;0;0,07;0,56;68;11;7,6;14;"Page 44 Studios";"T";0;10
"2259";2259;"Batman Begins";"PS2";"2005";"Action";"Electronic Arts";0,27;0,21;0;0,07;0,56;64;41;7,3;70;"Eurocom Entertainment Software";"T";0;40
"2260";2260;"Tony Hawk's Proving Ground";"X360";"2007";"Sports";"Activision";0,49;0,02;0;0,04;0,56;72;59;5,5;44;"Neversoft Entertainment";"T";0;43
"2261";2261;"Dr. Seuss' The Cat in the Hat";"PS2";"2003";"Misc";"Vivendi Games";0,27;0,21;0;0,07;0,56;56;6;6,5;8;"Magenta Software";"E";0;3
"2262";2262;"Barbie Groovy Games";"GBA";"2002";"Misc";"Universal Interactive";0,4;0,15;0;0,01;0,56;47;5;7;4;"Digital Illusions";"E";0;13
"2263";2263;"Wolfenstein";"X360";"2009";"Shooter";"Activision";0,28;0,22;0;0,06;0,56;72;66;7,6;128;"id Software, Raven Software";"M";0;3
"2264";2264;"Blinx: The Time Sweeper";"XB";"2002";"Platform";"Microsoft Game Studios";0,39;0,15;0;0,02;0,56;71;36;8;41;"Artoon";"E";0;6
"2265";2265;"ESPN NFL Football";"PS2";"2003";"Sports";"Sega";0,27;0,21;0;0,07;0,56;91;20;8,5;25;"Visual Concepts";"E";0;69
"2266";2266;"Major League Baseball 2K5";"XB";"2005";"Sports";"Take-Two Interactive";0,52;0,02;0;0,02;0,56;81;25;8,2;17;"Kush Games";"E";0;18
"2267";2267;"Tetris Party Deluxe";"Wii";"2010";"Puzzle";"Nintendo";0,33;0,16;0,02;0,05;0,56;72;19;5,8;4;"Tetris Online, Inc";"E";0;1
"2268";2268;"Gravity Rush";"PSV";"2012";"Action";"Sony Computer Entertainment";0,21;0,17;0,09;0,08;0,56;83;73;8,5;625;"SCE Japan Studio";"T";0;17
"2269";2269;"Quantum Break";"XOne";"2016";"Action";"Microsoft Game Studios";0,3;0,2;0,01;0,05;0,56;77;106;6,8;1659;"Remedy Entertainment";"M";0;7
"2270";2270;"Archer Maclean's Mercury";"PSP";"2005";"Puzzle";"Ignition Entertainment";0,17;0,24;0;0,14;0,56;75;39;6,7;21;"Awesome Studios";"E";0;1
"2271";2271;"TMNT";"X360";"2007";"Action";"Ubisoft";0,48;0,03;0;0,05;0,56;58;31;6,5;32;"Ubisoft Montreal";"E10+";0;88
"2272";2272;"Soldier of Fortune: Gold Edition";"PS2";"2001";"Shooter";"Codemasters";0,27;0,21;0;0,07;0,56;59;14;6,8;17;"Pipe Dream Interactive";"M";0;2
"2273";2273;"Final Fantasy IV: The Complete Collection";"PSP";"2011";"Role-Playing";"Square Enix";0,13;0,09;0,27;0,06;0,56;77;41;8,9;80;"Bullets";"E10+";0;3
"2274";2274;"Frontlines: Fuel of War";"X360";"2008";"Shooter";"THQ";0,34;0,15;0,01;0,05;0,56;75;55;7,7;77;"Kaos Studios";"T";0;4
"2275";2275;"MX 2002 Featuring Ricky Carmichael";"PS2";"2001";"Racing";"THQ";0,27;0,21;0;0,07;0,56;76;17;8,5;9;"Pacific Coast Power & Light";"E";0;4
"2276";2276;"NCAA Football 07";"XB";"2006";"Sports";"Electronic Arts";0,42;0,12;0;0,01;0,56;88;20;6,9;10;"EA Sports";"E";0;146
"2277";2277;"Lunar: Silver Star Story Complete";"PS";"1998";"Role-Playing";"Kadokawa Shoten";0,27;0,18;0,06;0,04;0,55;78;15;8,8;35;"Game Arts";"T";0;12
"2278";2278;"Harvest Moon: The Tale of Two Towns";"DS";"2010";"Simulation";"Natsume";0,25;0,05;0,22;0,03;0,55;68;6;7,5;13;"Marvelous Entertainment";"E";0;6
"2279";2279;"No More Heroes";"Wii";"2007";"Action";"Rising Star Games";0,29;0,17;0,04;0,05;0,55;83;64;8,4;259;"Grasshopper Manufacture";"M";0;13
"2280";2280;"God of War: Origins Collection";"PS3";"2011";"Action";"Sony Computer Entertainment";0,39;0,08;0,02;0,06;0,55;84;58;8,5;208;"Ready at Dawn";"M";0;5
"2281";2281;"Dora The Explorer: Dora Saves the Snow Princess";"Wii";"2008";"Platform";"Take-Two Interactive";0,49;0,02;0;0,04;0,55;47;4;7;5;"High Voltage Software";"E";0;31
"2282";2282;"Soul Reaver 2";"PS2";"2001";"Action";"Eidos Interactive";0,27;0,21;0;0,07;0,55;80;22;8,5;35;"Crystal Dynamics";"M";0;22
"2283";2283;"Metal Gear Solid 3: Subsistence";"PS2";"2005";"Action";"Konami Digital Entertainment";0,34;0,01;0,15;0,06;0,55;94;53;8,9;439;"Aspect";"M";0;3
"2284";2284;"Enslaved: Odyssey to the West";"PS3";"2010";"Action";"Namco Bandai Games";0,24;0,22;0,01;0,09;0,55;80;53;7,5;312;"Ninja Theory";"T";0;5
"2285";2285;"WWF Raw";"XB";"2002";"Fighting";"THQ";0,4;0,13;0;0,02;0,55;68;33;6,6;15;"Anchor";"T";0;3
"2286";2286;"Guitar Hero Live";"XOne";"2015";"Misc";"Activision";0,3;0,2;0;0,05;0,55;81;21;5,1;69;"FreeStyleGames";"T";0;10
"2287";2287;"Extermination";"PS2";"2001";"Action";"Sony Computer Entertainment";0,21;0,16;0,12;0,05;0,55;67;19;7,8;19;"Deep Space";"M";0;1
"2288";2288;"Batman: Vengeance";"PS2";"2001";"Adventure";"Ubisoft";0,27;0,21;0;0,07;0,55;68;19;6,8;12;"Ubisoft";"T";0;106
"2289";2289;"Hot Shots Golf: World Invitational";"PSV";"2011";"Sports";"Sony Computer Entertainment";0,15;0,11;0,25;0,05;0,55;76;55;8,1;77;"Clap Hanz";"E";0;7
"2290";2290;"Tony Hawk's Pro Skater 3";"XB";"2002";"Sports";"Activision";0,34;0,18;0;0,02;0,55;93;22;8,4;17;"Neversoft Entertainment";"T";0;43
"2291";2291;"Mega Man Zero";"GBA";"2002";"Platform";"Capcom";0,22;0,08;0,24;0,01;0,55;82;17;8,9;31;"Inti";"E";0;4
"2292";2292;"Resident Evil: Revelations 2";"PS4";"2015";"Action";"Capcom";0,13;0,24;0,1;0,07;0,55;75;30;7,6;284;"Capcom";"M";0;128
"2293";2293;"NBA 2K8";"PS3";"2007";"Sports";"Take-Two Interactive";0,5;0,01;0;0,05;0,55;81;18;6,8;19;"Visual Concepts";"E";0;69
"2294";2294;"Rayman Origins";"Wii";"2011";"Platform";"Ubisoft";0,21;0,27;0;0,06;0,55;92;13;8,3;127;"UBlart Montpellier";"E10+";0;6
"2295";2295;"Assassin's Creed: Unity";"PC";"2014";"Action";"Ubisoft";0,18;0,33;0;0,04;0,55;70;10;3;1463;"Ubisoft, Ubisoft Montreal";"M";0;3
"2296";2296;"MX vs. ATV: Alive";"X360";"2011";"Racing";"THQ";0,37;0,13;0;0,04;0,55;63;43;7,2;24;"THQ Digital Studio Phoenix";"E";0;2
"2297";2297;"Shrek 2";"XB";"2004";"Platform";"Activision";0,4;0,13;0;0,02;0,55;72;31;8,4;5;"Luxoflux, Inc.";"E";0;8
"2298";2298;"Purr Pals";"DS";"2007";"Simulation";"THQ";0,18;0,35;0;0,02;0,55;67;4;6,8;6;"Brain Toys";"E";0;1
"2299";2299;"Assassin's Creed II";"PC";"2010";"Action";"Ubisoft";0,01;0,45;0;0,09;0,55;86;22;7,1;1611;"Ubisoft Montreal";"M";0;88
"2300";2300;"Tak and the Power of Juju";"GBA";"2003";"Platform";"THQ";0,39;0,15;0;0,01;0,55;79;28;8,2;19;"Avalanche Software";"E";0;16
"2301";2301;"Lips: Number One Hits";"X360";"2009";"Misc";"Microsoft Game Studios";0,15;0,34;0;0,06;0,55;70;22;7,6;7;"iNiS";"T";0;4
"2302";2302;"Turok: Evolution";"XB";"2002";"Shooter";"Acclaim Entertainment";0,39;0,14;0;0,02;0,55;68;25;6,7;9;"Acclaim";"M";0;25
"2303";2303;"Jak X: Combat Racing";"PS2";"2005";"Racing";"Sony Computer Entertainment";0,45;0,02;0;0,07;0,55;76;46;7,8;63;"Naughty Dog";"T";1;10
"2304";2304;"American Idol";"PS2";"2003";"Misc";"Codemasters";0,27;0,21;0;0,07;0,55;41;14;4,8;12;"Hothouse Creations";"E";0;2
"2305";2305;"Red Dead Revolver";"XB";"2004";"Shooter";"Take-Two Interactive";0,4;0,12;0;0,02;0,55;74;61;8,5;26;"Rockstar San Diego";"M";0;17
"2306";2306;"CrossworDS";"DS";"2008";"Puzzle";"Deep Silver";0,5;0;0;0,04;0,55;67;19;6,8;6;"Nuevo Retro Games";"E";0;1
"2307";2307;"Viva Pinata: Pocket Paradise";"DS";"2008";"Simulation";"THQ";0,26;0,23;0;0,06;0,55;82;34;7,2;15;"Rare Ltd.";"E";0;16
"2308";2308;"Sly Cooper: Thieves in Time";"PS3";"2013";"Platform";"Sony Computer Entertainment Europe";0,35;0,12;0;0,08;0,54;75;69;8,3;343;"Sanzaru Games";"E10+";0;7
"2309";2309;"Iron Man";"PS2";"2008";"Action";"Sega";0,36;0;0;0,19;0,54;47;8;5,6;15;"Artificial Mind and Movement";"T";0;34
"2310";2310;"Spec Ops: The Line";"PS3";"2012";"Shooter";"Take-Two Interactive";0,19;0,23;0,04;0,08;0,54;77;27;8,1;350;"Yager";"M";0;4
"2311";2311;"The SpongeBob SquarePants Movie";"XB";"2004";"Platform";"THQ";0,4;0,12;0;0,02;0,54;74;14;8,5;8;"Heavy Iron Studios";"E";0;20
"2312";2312;"NHL 14";"PS3";"2013";"Sports";"Electronic Arts";0,28;0,17;0;0,09;0,54;80;22;6,1;79;"Electronic Arts";"E10+";0;68
"2313";2313;"F1 2013";"PS3";"2013";"Racing";"Codemasters";0,01;0,42;0,03;0,09;0,54;77;22;6,4;40;"Codemasters Birmingham";"E";0;7
"2314";2314;"Legends of WrestleMania";"PS3";"2009";"Fighting";"THQ";0,3;0,16;0;0,07;0,54;70;43;6,5;19;"Yuke's";"T";0;48
"2315";2315;"Tiger Woods PGA Tour 08";"X360";"2007";"Sports";"Electronic Arts";0,49;0,02;0;0,04;0,54;80;45;7,8;26;"EA Salt Lake";"E";0;4
"2316";2316;"Dance Dance Revolution Ultramix";"XB";"2003";"Simulation";"Konami Digital Entertainment";0,42;0,11;0;0,02;0,54;82;24;8,8;10;"Konami Computer Entertainment Hawaii";"E";0;9
"2317";2317;"Crash Tag Team Racing";"PS2";"2005";"Racing";"Vivendi Games";0,27;0,21;0;0,07;0,54;66;21;7,3;49;"Radical Entertainment";"E10+";0;34
"2318";2318;"Front Mission 4";"PS2";"2003";"Strategy";"Square Enix";0,14;0,11;0,25;0,04;0,54;75;39;8,7;22;"Square Enix";"T";0;40
"2319";2319;"Rayman Origins";"PSV";"2012";"Platform";"Ubisoft";0,12;0,33;0;0,09;0,54;88;54;8,4;298;"UBlart Montpellier";"E10+";0;6
"2320";2320;"F.E.A.R.";"PS3";"2007";"Shooter";"Vivendi Games";0,18;0,26;0;0,1;0,54;72;31;7,5;64;"Day 1 Studios";"M";0;9
"2321";2321;"Enslaved: Odyssey to the West";"X360";"2010";"Action";"Namco Bandai Games";0,3;0,19;0;0,05;0,54;82;72;7,8;295;"Ninja Theory";"T";0;5
"2322";2322;"Dragon Ball Z: Shin Budokai";"PSP";"2006";"Fighting";"Atari";0,26;0,08;0,13;0,07;0,54;70;21;8;19;"Dimps Corporation";"T";0;20
"2323";2323;"Tiger Woods PGA Tour 13";"PS3";"2012";"Sports";"Electronic Arts";0,24;0,21;0;0,08;0,54;75;14;5,7;9;"Electronic Arts";"E";0;68
"2324";2324;"Dynasty Warriors: Gundam 3";"PS3";"2010";"Action";"Tecmo Koei";0,11;0,04;0,36;0,02;0,54;58;18;7,5;20;"Omega Force, Koei Tecmo Games";"T";0;2
"2325";2325;"Def Jam: Fight for NY";"XB";"N/A";"Fighting";"Electronic Arts";0,43;0,1;0;0,02;0,54;84;33;8,5;13;"Aki Corp.";"M";0;7
"2326";2326;"Tiger Woods PGA Tour 11";"Wii";"2010";"Sports";"Electronic Arts";0,23;0,25;0;0,06;0,54;84;29;8,3;23;"EA Sports";"E";0;146
"2327";2327;"NBA Live 10";"PS3";"2009";"Sports";"Electronic Arts";0,46;0,02;0,01;0,05;0,54;81;32;7,5;25;"EA Canada";"E";0;152
"2328";2328;"Metro 2033";"X360";"2010";"Shooter";"THQ";0,22;0,23;0,03;0,05;0,54;77;83;7,8;351;"4A Games";"M";0;3
"2329";2329;"Fire Emblem: Path of Radiance";"GC";"2005";"Action";"Nintendo";0,29;0,08;0,16;0,01;0,54;85;42;8,9;141;"Intelligent Systems";"T";0;19
"2330";2330;"Hotel Dusk: Room 215";"DS";"2007";"Adventure";"Nintendo";0,26;0,04;0,22;0,03;0,54;78;57;8,5;102;"Cing";"T";0;3
"2331";2331;"Final Fantasy Explorers";"3DS";"2014";"Role-Playing";"Square Enix";0,16;0,07;0,28;0,02;0,54;69;57;8,3;87;"Racjin";"E10+";0;11
"2332";2332;"SSX Tricky";"GC";"2001";"Sports";"Electronic Arts";0,42;0,11;0;0,01;0,54;87;20;8,5;18;"EA Sports Big";"E";0;3
"2333";2333;"Greg Hastings' Tournament Paintball";"XB";"2004";"Shooter";"Activision";0,46;0,06;0;0,02;0,54;74;11;9,2;42;"WXP";"T";0;2
"2334";2334;"ESPN NBA Basketball";"PS2";"2003";"Sports";"Sega";0,26;0,21;0;0,07;0,54;89;18;8,4;38;"Visual Concepts";"E";0;69
"2335";2335;"Dragon Ball Z: Ultimate Tenkaichi";"X360";"2011";"Fighting";"Namco Bandai Games";0,39;0,1;0,01;0,04;0,54;55;24;5,7;52;"Spike";"T";0;17
"2336";2336;"Sacred 2: Fallen Angel";"X360";"2009";"Role-Playing";"Deep Silver";0,29;0,16;0,04;0,05;0,54;71;56;7,3;64;"Ascaron Entertainment GmbH, Ascaron Entertainment";"M";0;3
"2337";2337;"Two Worlds II";"X360";"2011";"Role-Playing";"Unknown";0,4;0,07;0,03;0,03;0,54;67;50;6,6;140;"Reality Pump";"M";0;4
"2338";2338;"Over the Hedge";"PS2";"2006";"Platform";"Activision";0,45;0,02;0;0,07;0,54;58;29;8,5;10;"Edge of Reality";"E10+";0;13
"2339";2339;"Mat Hoffman's Pro BMX";"PS";"2001";"Sports";"Activision";0,3;0,2;0;0,04;0,54;80;15;8,8;16;"Shaba Games";"E";0;10
